PAC,CID,CRPName,Distid,Total,,
Enterprise Rent-A-Car,N00009660,"Scalise, Steve",LA01,"$10,000",,
Enterprise Rent-A-Car,N00044434,"Tuberville, Tommy",ALS1,"$10,000",,
Riceland Foods,N00030770,"Crawford, Rick",AR01,"$12,500",,
McGuireWoods LLP,N00039533,"Bergman, John",MI01,"$10,000",,
McGuireWoods LLP,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Adams & Reese,N00039953,"Higgins, Clay",LA03,"$11,500",,
Adams & Reese,N00009660,"Scalise, Steve",LA01,"$12,500",,
Microsoft Corp,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Microsoft Corp,N00009660,"Scalise, Steve",LA01,"$15,000",,
Microsoft Corp,N00035523,"Stefanik, Elise",NY21,"$14,000",,
Ernst & Young,N00038285,"Arrington, Jodey",TX19,"$10,000",,
Ernst & Young,N00039551,"Budd, Ted",NC13,"$10,000",,
Ernst & Young,N00035346,"Carter, Buddy",GA01,"$12,500",,
Ernst & Young,N00025095,"Carter, John",TX31,"$10,000",,
Ernst & Young,N00025726,"Cole, Tom",OK04,"$20,000",,
Ernst & Young,N00042237,"Gooden, Lance",TX05,"$15,000",,
Ernst & Young,N00041620,"Hawley, Josh",MOS2,"$10,000",,
Ernst & Young,N00033630,"Hudson, Richard",NC08,"$15,000",,
Ernst & Young,N00039106,"Johnson, Mike",LA04,"$15,000",,
Ernst & Young,N00031647,"Kelly, Mike",PA16,"$15,000",,
Ernst & Young,N00025445,"Kustoff, David",TN08,"$10,000",,
Ernst & Young,N00033987,"LaMalfa, Doug",CA01,"$10,000",,
Ernst & Young,N00035347,"Loudermilk, Barry",GA11,"$10,000",,
Ernst & Young,N00005559,"Lucas, Frank D",OK03,"$15,000",,
Ernst & Young,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
Ernst & Young,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Ernst & Young,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Ernst & Young,N00033814,"Mooney, Alex",WV02,"$10,000",,
Ernst & Young,N00031958,"Palazzo, Steven",MS04,"$10,000",,
Ernst & Young,N00033832,"Rice, Tom",SC07,"$10,000",,
Ernst & Young,N00009660,"Scalise, Steve",LA01,"$10,000",,
Ernst & Young,N00027623,"Smith, Adrian",NE03,"$10,000",,
Ernst & Young,N00035282,"Smith, Jason",MO08,"$15,000",,
Ernst & Young,N00035523,"Stefanik, Elise",NY21,"$20,000",,
Ernst & Young,N00042715,"Timmons, William",SC04,"$10,000",,
Ernst & Young,N00031226,"Walorski, Jackie",IN02,"$10,000",,
Ernst & Young,N00030602,"Williams, Roger",TX25,"$10,000",,
Ernst & Young,N00029404,"Zeldin, Lee",NY01,"$10,000",,
PPL Corp,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Community Bancshares of Mississippi,N00043298,"Hyde-Smith, Cindy",MSS1,"$15,000",,
AutoZone Inc,N00025445,"Kustoff, David",TN08,"$10,000",,
US Sugar,N00042808,"Steube, Greg",FL17,"$10,500",,
Bluegrass Cmte,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Bluegrass Cmte,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Bluegrass Cmte,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Bluegrass Cmte,N00003473,"Rogers, Hal",KY05,"$10,000",,
Bluegrass Cmte,N00044434,"Tuberville, Tommy",ALS1,"$10,000",,
BNSF Railway,N00030770,"Crawford, Rick",AR01,"$18,500",,
BNSF Railway,N00033085,"Cruz, Ted",TXS2,"$10,000",,
BNSF Railway,N00036135,"Graves, Garret",LA06,"$11,500",,
BNSF Railway,N00013323,"Graves, Sam",MO06,"$15,000",,
BNSF Railway,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
BNSF Railway,N00043290,"Scott, Rick",FLS1,"$10,000",,
TransAmerica,N00031647,"Kelly, Mike",PA16,"$10,000",,
TransAmerica,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Koch Industries,N00038285,"Arrington, Jodey",TX19,"$10,000",,
Koch Industries,N00044579,"Bice, Stephanie",OK05,"$10,000",,
Koch Industries,N00039293,"Biggs, Andy",AZ05,"$20,000",,
Koch Industries,N00044335,"Bishop, Dan",NC09,"$10,000",,
Koch Industries,N00025219,"Burgess, Michael",TX26,"$10,000",,
Koch Industries,N00035346,"Carter, Buddy",GA01,"$20,000",,
Koch Industries,N00041882,"Cloud, Michael",TX27,"$10,000",,
Koch Industries,N00030752,"Duncan, Jeff",SC03,"$20,000",,
Koch Industries,N00040712,"Estes, Ron",KS04,"$20,000",,
Koch Industries,N00030771,"Gosar, Paul",AZ04,"$10,000",,
Koch Industries,N00013323,"Graves, Sam",MO06,"$10,000",,
Koch Industries,N00032029,"Griffith, Morgan",VA09,"$20,000",,
Koch Industries,N00031390,"Hagedorn, Jim",MN01,"$10,000",,
Koch Industries,N00029147,"Harris, Andy",MD01,"$20,000",,
Koch Industries,N00040829,"Hern, Kevin",OK01,"$15,000",,
Koch Industries,N00032243,"Hice, Jody",GA10,"$10,000",,
Koch Industries,N00033630,"Hudson, Richard",NC08,"$20,000",,
Koch Industries,N00007017,"Issa, Darrell",CA50,"$10,000",,
Koch Industries,N00032088,"Johnson, Bill",OH06,"$20,000",,
Koch Industries,N00039106,"Johnson, Mike",LA04,"$25,000",,
Koch Industries,N00027894,"Jordan, Jim",OH04,"$20,000",,
Koch Industries,N00043242,"Joyce, John",PA13,"$10,000",,
Koch Industries,N00031647,"Kelly, Mike",PA16,"$20,000",,
Koch Industries,N00028133,"Lamborn, Douglas L",CO05,"$10,000",,
Koch Industries,N00044232,"Laturner, Jake",KS02,"$10,000",,
Koch Industries,N00042056,"Lesko, Debbie",AZ08,"$20,000",,
Koch Industries,N00030676,"Long, Billy",MO07,"$20,000",,
Koch Industries,N00030743,"Mann, Tracey",KS01,"$10,000",,
Koch Industries,N00037034,"Marshall, Roger",KSS1,"$20,000",,
Koch Industries,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Koch Industries,N00033814,"Mooney, Alex",WV02,"$17,500",,
Koch Industries,N00033410,"Mullin, Markwayne",OK02,"$20,000",,
Koch Industries,N00027783,"Norman, Ralph",SC05,"$10,000",,
Koch Industries,N00007248,"Nunes, Devin",CA22,"$15,000",,
Koch Industries,N00035691,"Palmer, Gary",AL06,"$10,000",,
Koch Industries,N00034120,"Perry, Scott",PA10,"$15,000",,
Koch Industries,N00045421,"Pfluger, August",TX11,"$10,000",,
Koch Industries,N00041871,"Reschenthaler, Guy",PA14,"$10,000",,
Koch Industries,N00035517,"Rosendale, Matt",MT01,"$10,000",,
Koch Industries,N00009660,"Scalise, Steve",LA01,"$20,000",,
Koch Industries,N00043290,"Scott, Rick",FLS1,"$10,000",,
Koch Industries,N00027623,"Smith, Adrian",NE03,"$10,000",,
Koch Industries,N00035282,"Smith, Jason",MO08,"$15,000",,
Koch Industries,N00042808,"Steube, Greg",FL17,"$10,000",,
Koch Industries,N00029736,"Thompson, Glenn",PA15,"$20,000",,
Koch Industries,N00045307,"Tiffany, Tom",WI07,"$12,500",,
Koch Industries,N00045167,"Van Duyne, Beth",TX24,"$10,000",,
Koch Industries,N00031226,"Walorski, Jackie",IN02,"$10,000",,
Koch Industries,N00033539,"Weber, Randy",TX14,"$10,000",,
Koch Industries,N00030602,"Williams, Roger",TX25,"$20,000",,
Koch Industries,N00029404,"Zeldin, Lee",NY01,"$20,000",,
Owner-Operator Independent Drivers Assn,N00005736,"Babin, Brian",TX36,"$12,500",,
Owner-Operator Independent Drivers Assn,N00035420,"Bost, Mike",IL12,"$10,000",,
Owner-Operator Independent Drivers Assn,N00013323,"Graves, Sam",MO06,"$10,000",,
Pakistani American Public Affairs Cmte,N00037185,"Banks, Jim",IN03,"$13,700",,
National Air Traffic Controllers Assn,N00035420,"Bost, Mike",IL12,"$16,000",,
National Air Traffic Controllers Assn,N00033085,"Cruz, Ted",TXS2,"$10,000",,
National Air Traffic Controllers Assn,N00030815,"Fleischmann, Chuck",TN03,"$14,000",,
National Air Traffic Controllers Assn,N00036135,"Graves, Garret",LA06,"$12,500",,
National Air Traffic Controllers Assn,N00013323,"Graves, Sam",MO06,"$17,500",,
National Air Traffic Controllers Assn,N00039106,"Johnson, Mike",LA04,"$22,000",,
National Air Traffic Controllers Assn,N00043242,"Joyce, John",PA13,"$10,000",,
National Air Traffic Controllers Assn,N00037034,"Marshall, Roger",KSS1,"$18,500",,
National Air Traffic Controllers Assn,N00037269,"Mast, Brian",FL18,"$10,500",,
National Air Traffic Controllers Assn,N00028152,"McCarthy, Kevin",CA23,"$17,000",,
National Air Traffic Controllers Assn,N00041542,"Miller, Carol",WV03,"$10,500",,
National Air Traffic Controllers Assn,N00033814,"Mooney, Alex",WV02,"$16,500",,
National Air Traffic Controllers Assn,N00041871,"Reschenthaler, Guy",PA14,"$12,500",,
National Air Traffic Controllers Assn,N00033527,"Rouzer, David",NC07,"$11,000",,
National Air Traffic Controllers Assn,N00035523,"Stefanik, Elise",NY21,"$12,500",,
National Air Traffic Controllers Assn,N00033932,"Stewart, Chris",UT02,"$15,000",,
Nuclear Energy Institute,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Nuclear Energy Institute,N00009660,"Scalise, Steve",LA01,"$10,000",,
JM Family Enterprises,N00013323,"Graves, Sam",MO06,"$10,000",,
JM Family Enterprises,N00043290,"Scott, Rick",FLS1,"$10,000",,
National Roofing Contractors Assn,N00038781,"Smucker, Lloyd",PA11,"$12,500",,
National Roofing Contractors Assn,N00029736,"Thompson, Glenn",PA15,"$11,500",,
Operating Engineers Local 138,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Comcast Corp,N00003028,"Aderholt, Robert B",AL04,"$15,000",,
Comcast Corp,N00038285,"Arrington, Jodey",TX19,"$12,500",,
Comcast Corp,N00025219,"Burgess, Michael",TX26,"$15,000",,
Comcast Corp,N00035346,"Carter, Buddy",GA01,"$17,500",,
Comcast Corp,N00025095,"Carter, John",TX31,"$10,000",,
Comcast Corp,N00003689,"Chabot, Steve",OH01,"$10,000",,
Comcast Corp,N00042296,"Cline, Ben",VA06,"$10,000",,
Comcast Corp,N00033085,"Cruz, Ted",TXS2,"$10,000",,
Comcast Corp,N00025337,"Diaz-Balart, Mario",FL25,"$10,000",,
Comcast Corp,N00030752,"Duncan, Jeff",SC03,"$10,000",,
Comcast Corp,N00026166,"Foxx, Virginia",NC05,"$10,000",,
Comcast Corp,N00042237,"Gooden, Lance",TX05,"$17,500",,
Comcast Corp,N00032029,"Griffith, Morgan",VA09,"$15,000",,
Comcast Corp,N00041620,"Hawley, Josh",MOS2,"$10,000",,
Comcast Corp,N00033630,"Hudson, Richard",NC08,"$20,000",,
Comcast Corp,N00043298,"Hyde-Smith, Cindy",MSS1,"$17,500",,
Comcast Corp,N00032088,"Johnson, Bill",OH06,"$15,000",,
Comcast Corp,N00039106,"Johnson, Mike",LA04,"$16,500",,
Comcast Corp,N00027894,"Jordan, Jim",OH04,"$10,000",,
Comcast Corp,N00043242,"Joyce, John",PA13,"$10,000",,
Comcast Corp,N00044065,"Keller, Fred",PA12,"$12,500",,
Comcast Corp,N00031647,"Kelly, Mike",PA16,"$12,500",,
Comcast Corp,N00026823,"Kennedy, John",LAS2,"$10,000",,
Comcast Corp,N00025445,"Kustoff, David",TN08,"$10,000",,
Comcast Corp,N00042056,"Lesko, Debbie",AZ08,"$15,000",,
Comcast Corp,N00030676,"Long, Billy",MO07,"$15,000",,
Comcast Corp,N00037269,"Mast, Brian",FL18,"$10,000",,
Comcast Corp,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Comcast Corp,N00029416,"Meuser, Dan",PA09,"$20,000",,
Comcast Corp,N00041542,"Miller, Carol",WV03,"$11,500",,
Comcast Corp,N00033410,"Mullin, Markwayne",OK02,"$15,000",,
Comcast Corp,N00007248,"Nunes, Devin",CA22,"$20,000",,
Comcast Corp,N00041956,"Pence, Greg",IN06,"$10,000",,
Comcast Corp,N00034120,"Perry, Scott",PA10,"$10,000",,
Comcast Corp,N00041871,"Reschenthaler, Guy",PA14,"$10,000",,
Comcast Corp,N00033832,"Rice, Tom",SC07,"$14,500",,
Comcast Corp,N00033527,"Rouzer, David",NC07,"$11,500",,
Comcast Corp,N00009660,"Scalise, Steve",LA01,"$17,500",,
Comcast Corp,N00043290,"Scott, Rick",FLS1,"$10,000",,
Comcast Corp,N00027623,"Smith, Adrian",NE03,"$13,000",,
Comcast Corp,N00035282,"Smith, Jason",MO08,"$15,000",,
Comcast Corp,N00038781,"Smucker, Lloyd",PA11,"$12,500",,
Comcast Corp,N00035523,"Stefanik, Elise",NY21,"$20,000",,
Comcast Corp,N00029736,"Thompson, Glenn",PA15,"$12,500",,
Comcast Corp,N00042715,"Timmons, William",SC04,"$10,000",,
Comcast Corp,N00042164,"Van Drew, Jeff",NJ02,"$12,500",,
Comcast Corp,N00026368,"Walberg, Tim",MI07,"$15,000",,
Comcast Corp,N00031226,"Walorski, Jackie",IN02,"$18,000",,
Comcast Corp,N00029404,"Zeldin, Lee",NY01,"$12,500",,
American Society of Plastic Surgeons,N00025219,"Burgess, Michael",TX26,"$10,000",,
American Society of Plastic Surgeons,N00037034,"Marshall, Roger",KSS1,"$10,000",,
American Sportfishing Assn,N00036135,"Graves, Garret",LA06,"$10,000",,
American Sportfishing Assn,N00029459,"Wittman, Rob",VA01,"$10,000",,
Consumer Brands Assn,N00035346,"Carter, Buddy",GA01,"$10,000",,
Automotive Free International Trade PAC,N00038285,"Arrington, Jodey",TX19,"$10,000",,
Automotive Free International Trade PAC,N00035346,"Carter, Buddy",GA01,"$10,000",,
Automotive Free International Trade PAC,N00044298,"Garcia, Mike",CA25,"$10,000",,
Automotive Free International Trade PAC,N00040829,"Hern, Kevin",OK01,"$10,000",,
Automotive Free International Trade PAC,N00033630,"Hudson, Richard",NC08,"$10,000",,
Automotive Free International Trade PAC,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Automotive Free International Trade PAC,N00031647,"Kelly, Mike",PA16,"$20,000",,
Automotive Free International Trade PAC,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Automotive Free International Trade PAC,N00041542,"Miller, Carol",WV03,"$10,000",,
Automotive Free International Trade PAC,N00033410,"Mullin, Markwayne",OK02,"$10,000",,
Automotive Free International Trade PAC,N00007248,"Nunes, Devin",CA22,"$10,000",,
Automotive Free International Trade PAC,N00033832,"Rice, Tom",SC07,"$10,000",,
Automotive Free International Trade PAC,N00009660,"Scalise, Steve",LA01,"$10,000",,
Automotive Free International Trade PAC,N00030602,"Williams, Roger",TX25,"$10,000",,
Lowe's Companies,N00035346,"Carter, Buddy",GA01,"$15,000",,
Lowe's Companies,N00026166,"Foxx, Virginia",NC05,"$10,000",,
Lowe's Companies,N00033630,"Hudson, Richard",NC08,"$17,500",,
Lowe's Companies,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Lowe's Companies,N00033527,"Rouzer, David",NC07,"$16,000",,
Lowe's Companies,N00005681,"Sessions, Pete",TX17,"$20,000",,
Amgen Inc,N00025219,"Burgess, Michael",TX26,"$25,000",,
Amgen Inc,N00033630,"Hudson, Richard",NC08,"$10,000",,
Amgen Inc,N00007248,"Nunes, Devin",CA22,"$20,000",,
Amgen Inc,N00009660,"Scalise, Steve",LA01,"$10,000",,
American Chemistry Council,N00037034,"Marshall, Roger",KSS1,"$12,000",,
Invesco Ltd,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
American Society of Anesthesiologists,N00044335,"Bishop, Dan",NC09,"$13,500",,
American Society of Anesthesiologists,N00030910,"Brooks, Mo",AL05,"$10,000",,
American Society of Anesthesiologists,N00025219,"Burgess, Michael",TX26,"$20,000",,
American Society of Anesthesiologists,N00025095,"Carter, John",TX31,"$10,000",,
American Society of Anesthesiologists,N00046252,"Cawthorn, David Madison",NC11,"$10,000",,
American Society of Anesthesiologists,N00030752,"Duncan, Jeff",SC03,"$15,000",,
American Society of Anesthesiologists,N00029147,"Harris, Andy",MD01,"$25,000",,
American Society of Anesthesiologists,N00033630,"Hudson, Richard",NC08,"$15,000",,
American Society of Anesthesiologists,N00046055,"Jackson, Ronny",TX13,"$17,500",,
American Society of Anesthesiologists,N00043242,"Joyce, John",PA13,"$13,000",,
American Society of Anesthesiologists,N00028133,"Lamborn, Douglas L",CO05,"$10,000",,
American Society of Anesthesiologists,N00037034,"Marshall, Roger",KSS1,"$11,500",,
American Society of Anesthesiologists,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
American Society of Anesthesiologists,N00044027,"Murphy, Greg",NC03,"$22,500",,
American Society of Anesthesiologists,N00029662,"Posey, Bill",FL08,"$15,000",,
American Society of Anesthesiologists,N00033527,"Rouzer, David",NC07,"$13,500",,
American Society of Anesthesiologists,N00005681,"Sessions, Pete",TX17,"$10,000",,
American Society of Anesthesiologists,N00035282,"Smith, Jason",MO08,"$10,000",,
American Society of Anesthesiologists,N00042164,"Van Drew, Jeff",NJ02,"$10,000",,
American Society of Anesthesiologists,N00029404,"Zeldin, Lee",NY01,"$10,000",,
EMD Serono Inc,N00035346,"Carter, Buddy",GA01,"$10,000",,
CTIA,N00030676,"Long, Billy",MO07,"$10,000",,
Red Rock Resorts,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Allied Pilots Assn,N00039533,"Bergman, John",MI01,"$10,000",,
AmeriPAC: The Fund for a Greater America,N00042164,"Van Drew, Jeff",NJ02,"$10,000",,
"Maynard, Cooper & Gale",N00003028,"Aderholt, Robert B",AL04,"$10,000",,
American Assn of Clinical Urologists,N00044027,"Murphy, Greg",NC03,"$14,500",,
UnitedHealth Group,N00033630,"Hudson, Richard",NC08,"$10,000",,
UnitedHealth Group,N00032088,"Johnson, Bill",OH06,"$12,500",,
UnitedHealth Group,N00039106,"Johnson, Mike",LA04,"$15,000",,
UnitedHealth Group,N00031647,"Kelly, Mike",PA16,"$10,000",,
UnitedHealth Group,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
UnitedHealth Group,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
UnitedHealth Group,N00009660,"Scalise, Steve",LA01,"$15,000",,
UnitedHealth Group,N00043290,"Scott, Rick",FLS1,"$10,000",,
UnitedHealth Group,N00035523,"Stefanik, Elise",NY21,"$10,000",,
UnitedHealth Group,N00026368,"Walberg, Tim",MI07,"$15,000",,
UnitedHealth Group,N00031226,"Walorski, Jackie",IN02,"$10,000",,
College of American Pathologists,N00035346,"Carter, Buddy",GA01,"$11,500",,
Leonardo DRS,N00029459,"Wittman, Rob",VA01,"$12,500",,
Gun Owners of America,N00041454,"Herrell, Yvette",NM02,"$10,000",,
Gun Owners of America,N00035517,"Rosendale, Matt",MT01,"$10,000",,
"Nelson, Mullins et al",N00024809,"Wilson, Joe",SC02,"$10,000",,
iHeartMedia Inc,N00039106,"Johnson, Mike",LA04,"$10,000",,
AstraZeneca Pharmaceuticals,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Polaris Industries,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Polaris Industries,N00031226,"Walorski, Jackie",IN02,"$10,000",,
Rain & Hail Insurance Society,N00030770,"Crawford, Rick",AR01,"$12,500",,
Rain & Hail Insurance Society,N00033630,"Hudson, Richard",NC08,"$10,000",,
Rain & Hail Insurance Society,N00029736,"Thompson, Glenn",PA15,"$10,000",,
KPMG LLP,N00040712,"Estes, Ron",KS04,"$10,000",,
KPMG LLP,N00033630,"Hudson, Richard",NC08,"$20,000",,
KPMG LLP,N00039106,"Johnson, Mike",LA04,"$12,000",,
KPMG LLP,N00031647,"Kelly, Mike",PA16,"$15,000",,
KPMG LLP,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
KPMG LLP,N00037034,"Marshall, Roger",KSS1,"$10,000",,
KPMG LLP,N00007248,"Nunes, Devin",CA22,"$15,000",,
KPMG LLP,N00033832,"Rice, Tom",SC07,"$10,000",,
KPMG LLP,N00035523,"Stefanik, Elise",NY21,"$15,000",,
KPMG LLP,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Bayer Corp,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
BAE Systems,N00037185,"Banks, Jim",IN03,"$15,000",,
BAE Systems,N00007099,"Calvert, Ken",CA42,"$20,000",,
BAE Systems,N00025095,"Carter, John",TX31,"$12,500",,
BAE Systems,N00025726,"Cole, Tom",OK04,"$19,000",,
BAE Systems,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
BAE Systems,N00024759,"Rogers, Mike D",AL03,"$16,000",,
BAE Systems,N00039777,"Rutherford, John",FL04,"$10,000",,
BAE Systems,N00009660,"Scalise, Steve",LA01,"$10,000",,
BAE Systems,N00030602,"Williams, Roger",TX25,"$10,000",,
BAE Systems,N00029459,"Wittman, Rob",VA01,"$10,000",,
National Assn of Health Underwriters,N00046055,"Jackson, Ronny",TX13,"$11,500",,
National Assn of Health Underwriters,N00030676,"Long, Billy",MO07,"$10,000",,
Home Depot,N00033720,"Allen, Richard W",GA12,"$10,000",,
Home Depot,N00038285,"Arrington, Jodey",TX19,"$10,000",,
Home Depot,N00037185,"Banks, Jim",IN03,"$10,000",,
Home Depot,N00035346,"Carter, Buddy",GA01,"$17,500",,
Home Depot,N00026166,"Foxx, Virginia",NC05,"$15,000",,
Home Depot,N00013323,"Graves, Sam",MO06,"$10,000",,
Home Depot,N00041620,"Hawley, Josh",MOS2,"$10,000",,
Home Depot,N00040829,"Hern, Kevin",OK01,"$10,000",,
Home Depot,N00032243,"Hice, Jody",GA10,"$10,000",,
Home Depot,N00033630,"Hudson, Richard",NC08,"$12,500",,
Home Depot,N00035347,"Loudermilk, Barry",GA11,"$15,000",,
Home Depot,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
Home Depot,N00037269,"Mast, Brian",FL18,"$20,000",,
Home Depot,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Home Depot,N00041542,"Miller, Carol",WV03,"$10,000",,
Home Depot,N00033410,"Mullin, Markwayne",OK02,"$12,500",,
Home Depot,N00041871,"Reschenthaler, Guy",PA14,"$10,000",,
Home Depot,N00024759,"Rogers, Mike D",AL03,"$10,000",,
Home Depot,N00009660,"Scalise, Steve",LA01,"$20,000",,
Home Depot,N00043290,"Scott, Rick",FLS1,"$10,000",,
Home Depot,N00027623,"Smith, Adrian",NE03,"$10,000",,
Home Depot,N00035523,"Stefanik, Elise",NY21,"$20,000",,
Home Depot,N00042715,"Timmons, William",SC04,"$17,500",,
Home Depot,N00031226,"Walorski, Jackie",IN02,"$15,000",,
Home Depot,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Fifth Third Bancorp,N00030026,"Luetkemeyer, Blaine",MO03,"$12,500",,
Citizens United,N00029147,"Harris, Andy",MD01,"$12,500",,
Citizens United,N00041454,"Herrell, Yvette",NM02,"$10,000",,
Citizens United,N00007017,"Issa, Darrell",CA50,"$10,000",,
Citizens United,N00027894,"Jordan, Jim",OH04,"$10,000",,
Citizens United,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Citizens United,N00034120,"Perry, Scott",PA10,"$10,000",,
Citizens United,N00035517,"Rosendale, Matt",MT01,"$10,000",,
Citizens United,N00035523,"Stefanik, Elise",NY21,"$10,000",,
Citizens United,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Rolls-Royce North America,N00007099,"Calvert, Ken",CA42,"$10,000",,
Rolls-Royce North America,N00029459,"Wittman, Rob",VA01,"$10,000",,
Doctors' Co,N00033630,"Hudson, Richard",NC08,"$10,000",,
SAIC,N00003028,"Aderholt, Robert B",AL04,"$20,000",,
SAIC,N00024759,"Rogers, Mike D",AL03,"$14,700",,
SAIC,N00035523,"Stefanik, Elise",NY21,"$11,000",,
SAIC,N00033932,"Stewart, Chris",UT02,"$11,000",,
Black America's PAC,N00045812,"Owens, Burgess",UT04,"$10,600",,
Lockheed Martin,N00003028,"Aderholt, Robert B",AL04,"$20,000",,
Lockheed Martin,N00005736,"Babin, Brian",TX36,"$12,500",,
Lockheed Martin,N00037185,"Banks, Jim",IN03,"$10,000",,
Lockheed Martin,N00039533,"Bergman, John",MI01,"$10,000",,
Lockheed Martin,N00030910,"Brooks, Mo",AL05,"$10,000",,
Lockheed Martin,N00007099,"Calvert, Ken",CA42,"$17,500",,
Lockheed Martin,N00035346,"Carter, Buddy",GA01,"$15,000",,
Lockheed Martin,N00025726,"Cole, Tom",OK04,"$12,500",,
Lockheed Martin,N00033085,"Cruz, Ted",TXS2,"$12,000",,
Lockheed Martin,N00025337,"Diaz-Balart, Mario",FL25,"$14,000",,
Lockheed Martin,N00033630,"Hudson, Richard",NC08,"$10,500",,
Lockheed Martin,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Lockheed Martin,N00039106,"Johnson, Mike",LA04,"$18,000",,
Lockheed Martin,N00028133,"Lamborn, Douglas L",CO05,"$17,500",,
Lockheed Martin,N00035347,"Loudermilk, Barry",GA11,"$10,000",,
Lockheed Martin,N00028152,"McCarthy, Kevin",CA23,"$17,500",,
Lockheed Martin,N00007248,"Nunes, Devin",CA22,"$15,000",,
Lockheed Martin,N00029662,"Posey, Bill",FL08,"$15,000",,
Lockheed Martin,N00003473,"Rogers, Hal",KY05,"$16,500",,
Lockheed Martin,N00024759,"Rogers, Mike D",AL03,"$15,000",,
Lockheed Martin,N00035523,"Stefanik, Elise",NY21,"$17,500",,
Lockheed Martin,N00033932,"Stewart, Chris",UT02,"$15,000",,
Lockheed Martin,N00029736,"Thompson, Glenn",PA15,"$11,000",,
Lockheed Martin,N00030602,"Williams, Roger",TX25,"$10,000",,
Lockheed Martin,N00024809,"Wilson, Joe",SC02,"$10,000",,
Lockheed Martin,N00029459,"Wittman, Rob",VA01,"$12,500",,
National Assn of Real Estate Investment Trusts,N00038285,"Arrington, Jodey",TX19,"$15,000",,
National Assn of Real Estate Investment Trusts,N00040712,"Estes, Ron",KS04,"$15,000",,
National Assn of Real Estate Investment Trusts,N00031647,"Kelly, Mike",PA16,"$17,500",,
National Assn of Real Estate Investment Trusts,N00030026,"Luetkemeyer, Blaine",MO03,"$12,000",,
National Assn of Real Estate Investment Trusts,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
National Assn of Real Estate Investment Trusts,N00007248,"Nunes, Devin",CA22,"$15,000",,
National Assn of Real Estate Investment Trusts,N00033832,"Rice, Tom",SC07,"$15,000",,
National Assn of Real Estate Investment Trusts,N00006460,"Schweikert, David",AZ06,"$15,000",,
National Assn of Real Estate Investment Trusts,N00027623,"Smith, Adrian",NE03,"$15,000",,
National Assn of Real Estate Investment Trusts,N00035282,"Smith, Jason",MO08,"$15,000",,
National Assn of Real Estate Investment Trusts,N00031226,"Walorski, Jackie",IN02,"$15,000",,
Case New Holland,N00040712,"Estes, Ron",KS04,"$20,000",,
Case New Holland,N00031005,"Hartzler, Vicky",MO04,"$10,000",,
Case New Holland,N00038781,"Smucker, Lloyd",PA11,"$10,000",,
Oshkosh Corp,N00007099,"Calvert, Ken",CA42,"$10,000",,
Oshkosh Corp,N00031005,"Hartzler, Vicky",MO04,"$10,000",,
Protecting Integrity & Truth Together PAC,N00044027,"Murphy, Greg",NC03,"$10,000",,
Citizens Financial Group,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
Freedom Club of America,N00045251,"Fischbach, Michelle",MN07,"$10,000",,
USA Rice Federation,N00030770,"Crawford, Rick",AR01,"$15,000",,
USA Rice Federation,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
USA Rice Federation,N00029736,"Thompson, Glenn",PA15,"$10,000",,
Medtronic Inc,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
